	GC-pop-S1_0	GC-pop-S2_0	GC-pop-S3_0	invitro-pop-S1_0	invitro-pop-S2_0	invitro-pop-S3_0	invivo-pop-S1_0	invivo-pop-S2_0	invivo-pop-S3_0	NAIVE-pop-S1_0	NAIVE-pop-S2_0	NAIVE-pop-S3_0
ACP1	6.25891440993213	5.96931340595319	6.12804491660942	6.71662162635354	6.28699271077876	6.92457051008577	6.62870624453655	6.29039888328752	6.51375051625142	4.82631614864336	4.33508570937228	4.1724618042575
ACP2	1.2539361300827	1.24603739843614	1.26851705604071	1.24603739843614	1.91201534883867	1.26851705604071	3.20965001532237	1.63777263072262	2.13860365812969	1.30831046809148	2.02594977329521	1.26851705604071
ACP5	4.54782784313843	5.13032154700938	4.85823059325894	4.26235072987991	4.50830761708455	4.31786018273816	3.77478526812145	1.63777263072262	2.87732634409022	6.47009659256638	6.29868054388357	6.25109105407391
ACP6	2.17374472129307	2.17374472129307	2.87732634409022	1.77426711732946	2.94915634846485	3.59620392835603	1.30831046809148	2.92116513511901	2.50937811950592	1.91201534883867	2.94915634846485	2.50937811950592
ACSF2	2.92116513511901	1.65831974556078	1.91201534883867	2.30295402866753	2.30295402866753	1.77426711732946	1.30831046809148	1.63777263072262	2.13860365812969	4.6609218415034	4.03004519446675	4.58481746383144
ACSF3	1.2539361300827	2.17374472129307	1.63777263072262	2.71278319460055	2.30295402866753	2.1970718423639	2.1970718423639	1.63777263072262	1.63777263072262	1.30831046809148	2.02594977329521	1.73705713687184
ACSL1	1.65831974556078	1.65831974556078	3.07266254103253	2.13860365812969	1.26851705604071	1.26851705604071	3.20965001532237	1.63777263072262	2.13860365812969	2.87732634409022	2.30295402866753	2.90037817646403
ACSL3	3.11152031972586	3.11152031972586	1.63777263072262	2.13860365812969	2.94915634846485	2.62563333242514	2.87732634409022	1.63777263072262	3.42524560316009	1.65831974556078	2.81270449176716	1.26851705604071
ACSL4	5.2577803050281	5.07940401178472	5.35131023227335	5.06441198224821	5.11811381508136	5.21540427516798	5.08271999676318	5.14045307911431	4.52922629613562	4.31786018273816	4.6609218415034	4.03004519446675
ACSL5	5.65658473715948	5.22214863602988	5.62779880484707	5.02683039046504	4.91026946892384	5.02683039046504	6.05766566999006	5.74201134229182	5.6250848248301	4.4975434145389	4.74748559306413	4.3991721489758
ACSS1	5.45992792896753	5.50528540394256	5.62779880484707	3.569662681857	4.24332295556295	4.84302614334397	4.18311603037474	4.52922629613562	3.69154798370386	6.02498644351925	5.46121088480589	6.25109105407391
ACSS2	1.2539361300827	1.24603739843614	2.37457388479925	2.71278319460055	1.91201534883867	1.77426711732946	1.30831046809148	1.63777263072262	1.24603739843614	1.30831046809148	1.24603739843614	3.23066372635374
ACTA1	2.17374472129307	2.66209841614383	1.63777263072262	1.24603739843614	1.26851705604071	1.26851705604071	3.20965001532237	1.63777263072262	2.13860365812969	1.24603739843614	1.24603739843614	1.26851705604071
ACTA2	2.17374472129307	2.17374472129307	1.91201534883867	1.24603739843614	1.26851705604071	1.26851705604071	2.87732634409022	1.63777263072262	1.24603739843614	1.24603739843614	1.24603739843614	1.26851705604071
ACTB	12.8301349745626	12.8301349745626	12.8301349745626	11.6280945486683	11.6729241133063	11.5030641120678	12.5743936245661	12.1620075961538	12.391230796906	12.8301349745626	12.8301349745626	12.2966057217902
ACTG1	12.5743936245661	12.391230796906	12.391230796906	10.7506176930367	11.0136021057464	10.7610835643414	12.8301349745626	12.8301349745626	12.8301349745626	11.1858414819136	11.4098143706371	11.0661755232917
ACTG2	1.65831974556078	1.24603739843614	1.24603739843614	1.24603739843614	1.26851705604071	1.26851705604071	2.87732634409022	2.92116513511901	2.13860365812969	1.24603739843614	1.24603739843614	1.26851705604071
ACTL6A	5.57561933986505	5.2577803050281	5.80338380603811	4.78155890945377	5.30814551269674	5.14045307911431	5.21540427516798	5.14045307911431	5.13569670306252	3.69154798370386	4.26235072987991	4.28157977010661
ACTN4	5.98101858048314	5.5722170078666	5.76128978118256	5.77011214249256	6.35742537752219	6.26829563179172	4.92690439715336	5.60304562759351	5.51414877988506	5.98101858048314	5.62779880484707	5.65658473715948
ACTR10	5.45992792896753	5.63497296128806	5.46316266858603	6.14296251757158	6.3157103932489	6.47608432728132	5.70000976748524	5.74201134229182	5.70258241447237	4.91026946892384	5.13297535354728	4.58481746383144
ACTR1A	5.7481161415078	5.5722170078666	5.90300143063743	5.66463957467871	5.02683039046504	5.2577803050281	5.90300143063743	5.44100038844222	5.88256906878367	6.25512862192035	5.97256268115818	6.08273703677663
ACTR1B	4.22342148922026	4.27373971060784	3.07266254103253	3.43277424255358	3.42524560316009	3.733475675834	2.87732634409022	2.92116513511901	3.69154798370386	3.96444687691946	3.18118094493278	2.90037817646403
ACTR2	9.31926673597343	9.40057305318732	9.10141232535709	7.76850482980683	7.8395034017202	7.97919213700518	8.45806058882537	8.43135949025292	8.44162867920028	8.94395800153669	9.38866757708567	9.14777927416131
ACTR3	9.20721185212484	9.01043829989384	9.0891896537169	7.6594325762317	7.99860253506084	7.82975884872436	8.04079416331306	8.50097870331218	8.26887453764634	9.13769953205929	9.54102136531073	9.20721185212484
ACTR3B	2.17374472129307	1.24603739843614	1.24603739843614	1.24603739843614	1.26851705604071	1.26851705604071	2.1970718423639	1.63777263072262	2.87732634409022	1.65831974556078	2.02594977329521	1.26851705604071
ACTR5	1.65831974556078	2.17374472129307	1.91201534883867	1.24603739843614	2.30295402866753	2.1970718423639	1.30831046809148	1.63777263072262	2.13860365812969	1.65831974556078	1.58928020130354	1.73705713687184
ACTR6	4.06368001260598	4.32793657710652	3.569662681857	3.71350172066785	2.78715030080066	3.48759949433808	2.87732634409022	4.52922629613562	3.86661459989005	3.07266254103253	2.30295402866753	2.50937811950592
ACTR8	2.17374472129307	2.66209841614383	2.93408650389528	2.92116513511901	2.30295402866753	3.23066372635374	3.569662681857	2.92116513511901	3.20965001532237	3.20965001532237	2.94915634846485	3.59620392835603
ACVR1B	1.2539361300827	1.24603739843614	1.26851705604071	1.24603739843614	1.26851705604071	1.77426711732946	1.30831046809148	1.63777263072262	1.24603739843614	1.65831974556078	2.02594977329521	3.23066372635374
ACVR2A	1.65831974556078	1.24603739843614	1.26851705604071	1.24603739843614	1.26851705604071	1.26851705604071	2.1970718423639	1.63777263072262	1.24603739843614	1.65831974556078	1.58928020130354	2.50937811950592
ACY1	1.2539361300827	1.65831974556078	1.24603739843614	1.54463786572586	3.18118094493278	1.26851705604071	3.20965001532237	3.569662681857	4.48306412813638	1.91201534883867	2.02594977329521	2.17374472129307
ACYP1	4.70521225441586	3.54293875607366	3.733475675834	2.13860365812969	2.78715030080066	1.26851705604071	3.20965001532237	1.63777263072262	3.42524560316009	2.87732634409022	2.81270449176716	2.90037817646403
ACYP2	2.92116513511901	2.92116513511901	1.24603739843614	1.24603739843614	2.30295402866753	1.77426711732946	1.30831046809148	1.63777263072262	1.63777263072262	1.30831046809148	1.24603739843614	1.26851705604071
ADA	6.28907906239909	6.34576941178648	6.08668705198122	3.12048798855515	2.30295402866753	3.48759949433808	1.30831046809148	1.63777263072262	1.63777263072262	1.30831046809148	2.02594977329521	2.90037817646403
ADAL	3.54293875607366	1.65831974556078	3.1907847800843	2.71278319460055	2.94915634846485	2.1970718423639	1.30831046809148	1.63777263072262	2.50937811950592	2.30295402866753	3.18118094493278	1.73705713687184
ADAM10	5.78710862492006	5.96931340595319	6.05441228274404	4.3991721489758	4.68533133630358	5.14045307911431	5.49564811591446	5.88256906878367	5.41691593034868	6.71476212517316	6.72807237500371	6.7591582985414
ADAM17	5.69361964699918	5.89141650027462	5.73789074137265	4.01723976951091	4.24332295556295	4.96893866269147	4.18311603037474	3.569662681857	4.73543806698731	5.5440259913015	5.8253100826075	5.35131023227335
ADAM19	2.17374472129307	2.66209841614383	2.37457388479925	4.50830761708455	4.24332295556295	4.31786018273816	4.46588262494982	4.52922629613562	5.03479942633203	5.11811381508136	4.74748559306413	5.35131023227335
ADAM22	1.65831974556078	1.65831974556078	1.63777263072262	1.77426711732946	1.26851705604071	1.26851705604071	1.30831046809148	2.92116513511901	1.24603739843614	1.24603739843614	1.58928020130354	1.26851705604071
ADAM9	4.48865996922728	3.54293875607366	3.36572086025867	1.77426711732946	2.78715030080066	2.87732634409022	2.87732634409022	1.63777263072262	3.20965001532237	2.71278319460055	2.02594977329521	1.26851705604071
ADAMTS10	1.2539361300827	1.65831974556078	1.91201534883867	2.92116513511901	1.91201534883867	1.77426711732946	2.87732634409022	2.92116513511901	1.63777263072262	1.65831974556078	2.02594977329521	1.26851705604071
ADAMTS14	1.65831974556078	1.65831974556078	1.63777263072262	1.54463786572586	1.26851705604071	1.26851705604071	1.30831046809148	1.63777263072262	1.24603739843614	1.24603739843614	1.58928020130354	1.26851705604071
ADAMTS6	1.65831974556078	1.65831974556078	1.26851705604071	1.24603739843614	1.26851705604071	1.26851705604071	1.30831046809148	1.63777263072262	1.63777263072262	2.13860365812969	2.81270449176716	3.23066372635374
ADAP1	1.65831974556078	2.17374472129307	1.63777263072262	3.12048798855515	3.42524560316009	2.62563333242514	1.30831046809148	1.63777263072262	1.63777263072262	1.65831974556078	2.02594977329521	2.90037817646403
ADAR	3.96444687691946	4.57362479141128	3.86661459989005	5.45633343252006	5.35131023227335	6.0860427685311	4.31545689652382	3.569662681857	4.48306412813638	5.50528540394256	5.69361964699918	5.2235112667351
ADAT1	2.17374472129307	1.24603739843614	1.91201534883867	1.24603739843614	1.91201534883867	1.26851705604071	1.30831046809148	2.92116513511901	2.13860365812969	2.13860365812969	1.58928020130354	2.50937811950592
ADAT2	2.17374472129307	1.65831974556078	1.63777263072262	2.13860365812969	2.78715030080066	2.87732634409022	3.20965001532237	2.92116513511901	2.87732634409022	1.30831046809148	1.58928020130354	1.73705713687184
ADAT3	1.2539361300827	1.65831974556078	2.13860365812969	1.54463786572586	2.94915634846485	1.77426711732946	2.1970718423639	1.63777263072262	1.63777263072262	1.30831046809148	1.24603739843614	1.73705713687184
ADCK1	2.92116513511901	3.65350038922451	2.71278319460055	1.77426711732946	1.26851705604071	1.77426711732946	2.87732634409022	2.92116513511901	3.42524560316009	3.48759949433808	2.81270449176716	3.23066372635374
ADCK2	1.65831974556078	3.11152031972586	3.36572086025867	2.13860365812969	2.30295402866753	1.77426711732946	2.87732634409022	1.63777263072262	2.87732634409022	3.57396168543846	2.94915634846485	3.23066372635374
ADCK3	2.92116513511901	3.96200643454741	2.71278319460055	3.60299213262624	2.78715030080066	3.02431903998484	2.1970718423639	4.52922629613562	3.94907140726129	5.32859017339673	4.90162126108891	5.70331419948468
ADCK4	2.92116513511901	3.11152031972586	2.93408650389528	2.92116513511901	1.26851705604071	2.87732634409022	1.30831046809148	1.63777263072262	2.50937811950592	3.20965001532237	2.30295402866753	2.90037817646403
ADCK5	2.66209841614383	3.11152031972586	2.71278319460055	2.71278319460055	2.78715030080066	1.77426711732946	2.1970718423639	1.63777263072262	3.00747200955627	1.65831974556078	2.02594977329521	1.26851705604071
ADCY7	4.54782784313843	3.11152031972586	3.733475675834	4.31786018273816	3.86661459989005	3.59620392835603	3.77478526812145	4.52922629613562	4.1355317093577	5.62779880484707	4.54192215814795	6.12274381134522
ADD1	4.96373379752286	5.46934320169311	4.73543806698731	5.02683039046504	4.91026946892384	5.32447868116916	5.53101611528314	3.99440750800946	5.54027615057852	7.32202938246813	7.11598533036674	7.26881437343638
ADD3	5.35618963785076	4.78916636036092	5.28569955637719	6.03247360093589	5.11811381508136	4.8848560999254	4.46588262494982	5.01670912714153	4.48306412813638	6.8919901024744	7.35497962821313	6.98748962740245
ADH5	5.13297535354728	5.2577803050281	5.35131023227335	4.99555713372918	5.50528540394256	5.87614959219085	6.02728487612343	6.02628978438417	6.13245845043069	5.11811381508136	5.62779880484707	4.85823059325894
ADHFE1	3.86661459989005	3.84089170845666	3.36572086025867	1.24603739843614	1.26851705604071	1.26851705604071	1.30831046809148	1.63777263072262	1.24603739843614	1.24603739843614	1.24603739843614	1.26851705604071
ADI1	4.70521225441586	4.50830761708455	4.4975434145389	3.87225496903037	4.85419468680399	3.87225496903037	5.97871988684277	5.88256906878367	6.00547427224833	5.66463957467871	5.19713457959613	5.47553446654173
ADIPOR1	4.96373379752286	5.40127969200807	5.53101611528314	5.93718358414715	5.66463957467871	5.90883109096299	4.92690439715336	5.14045307911431	5.2235112667351	6.53621448188498	5.46121088480589	6.33981158633619
ADIPOR2	3.96444687691946	4.18311603037474	4.4975434145389	4.26235072987991	4.50830761708455	4.67189649942479	4.18311603037474	2.92116513511901	3.94907140726129	3.69154798370386	4.26235072987991	4.03004519446675
ADK	5.95457125957843	5.77157519220081	5.97256268115818	4.75522144745961	4.91026946892384	5.09299132341654	4.76307243570507	5.14045307911431	4.88967571482122	2.30295402866753	2.94915634846485	1.73705713687184
ADNP	4.48865996922728	4.27373971060784	4.09366416200493	4.58762304174593	4.50830761708455	4.84302614334397	3.569662681857	3.569662681857	4.77910289743115	5.30086780948943	5.13297535354728	5.55087200899802
ADNP2	2.66209841614383	1.24603739843614	1.63777263072262	2.30295402866753	1.26851705604071	2.1970718423639	2.1970718423639	1.63777263072262	2.50937811950592	2.87732634409022	2.94915634846485	2.50937811950592
ADO	4.54782784313843	4.67189649942479	5.41386025907638	2.92116513511901	3.71350172066785	2.1970718423639	4.55881705765469	5.51414877988506	5.31929452764972	5.2235112667351	4.84302614334397	4.75927238784046
ADORA2A	1.2539361300827	1.24603739843614	1.26851705604071	1.24603739843614	1.91201534883867	1.26851705604071	1.30831046809148	2.92116513511901	1.24603739843614	1.65831974556078	1.58928020130354	1.26851705604071
ADORA2B	2.17374472129307	1.24603739843614	1.26851705604071	1.24603739843614	1.26851705604071	1.26851705604071	2.1970718423639	1.63777263072262	1.24603739843614	1.24603739843614	2.02594977329521	1.26851705604071
ADPGK	3.36572086025867	3.11152031972586	2.37457388479925	4.01723976951091	3.18118094493278	3.48759949433808	4.31545689652382	2.92116513511901	3.569662681857	4.19875578152118	3.57396168543846	3.59620392835603
ADPRH	5.35618963785076	5.2577803050281	5.41386025907638	4.85178761997027	4.68533133630358	4.31786018273816	4.55881705765469	4.2953883596332	4.67189649942479	5.45633343252006	4.90162126108891	6.20017948138406
ADPRHL2	3.96444687691946	2.66209841614383	3.733475675834	3.87225496903037	3.18118094493278	2.87732634409022	3.20965001532237	3.99440750800946	4.77910289743115	3.57396168543846	3.42524560316009	3.59620392835603
ADRB2	2.92116513511901	1.24603739843614	2.37457388479925	2.92116513511901	1.91201534883867	1.26851705604071	1.30831046809148	2.92116513511901	2.13860365812969	6.23220838826015	5.87614959219085	6.20017948138406
ADRBK1	5.7481161415078	5.22214863602988	5.80338380603811	6.25512862192035	6.43669203133978	6.30179202827627	5.62599882516611	4.2953883596332	5.03479942633203	7.19747236195003	6.59784660567669	7.1639191745264
ADRM1	5.21540427516798	5.07940401178472	5.02683039046504	5.73789074137265	5.35131023227335	5.02683039046504	5.14045307911431	5.51414877988506	5.6250848248301	5.05310998803597	4.54192215814795	4.3991721489758
ADSL	5.45992792896753	5.13032154700938	5.80338380603811	5.3115243524286	4.85419468680399	4.8848560999254	5.86592642860133	6.2454180668095	5.86329289971642	4.70521225441586	4.74748559306413	4.85823059325894
ADSS	6.12274381134522	5.07940401178472	5.41386025907638	5.3115243524286	5.02683039046504	4.40956084732059	5.57561933986505	5.60304562759351	5.66463957467871	3.86661459989005	4.33508570937228	3.77478526812145
ADSSL1	2.92116513511901	1.24603739843614	2.13860365812969	1.77426711732946	1.26851705604071	1.77426711732946	1.30831046809148	1.63777263072262	2.13860365812969	1.91201534883867	1.58928020130354	1.26851705604071
AEBP2	3.11152031972586	3.65350038922451	2.93408650389528	3.60299213262624	3.71350172066785	3.48759949433808	3.20965001532237	4.2953883596332	3.569662681857	3.96444687691946	3.18118094493278	3.23066372635374
AEN	3.11152031972586	3.54293875607366	3.569662681857	2.92116513511901	4.43381406533268	3.87225496903037	3.20965001532237	2.92116513511901	3.94907140726129	3.57396168543846	2.94915634846485	2.50937811950592
AES	2.66209841614383	2.66209841614383	3.1907847800843	3.569662681857	3.569662681857	4.00041077658292	2.1970718423639	1.63777263072262	3.00747200955627	3.48759949433808	3.42524560316009	3.07266254103253
AFAP1	1.2539361300827	1.65831974556078	1.26851705604071	2.13860365812969	1.91201534883867	2.62563333242514	2.1970718423639	2.92116513511901	2.13860365812969	4.3991721489758	4.12801848819083	4.03004519446675
AFF1	1.2539361300827	1.24603739843614	1.91201534883867	4.91026946892384	5.11811381508136	5.02683039046504	4.67908804998894	4.71706564544672	4.59320231146583	6.20257983732101	6.01054638249809	6.12274381134522
AFF3	3.86661459989005	2.92116513511901	2.37457388479925	2.92116513511901	3.42524560316009	3.48759949433808	3.77478526812145	3.569662681857	4.85419468680399	5.30086780948943	5.97256268115818	5.85276697338659
AFF4	5.45992792896753	5.80998115471686	5.69681470724221	4.26235072987991	4.50830761708455	5.02683039046504	2.1970718423639	2.92116513511901	2.87732634409022	5.41386025907638	5.97256268115818	5.41691593034868
AFG3L1P	4.30046229617485	4.27373971060784	3.99440750800946	4.75522144745961	4.76307243570507	4.75522144745961	2.87732634409022	4.52922629613562	4.3991721489758	3.69154798370386	2.02594977329521	2.50937811950592
AFG3L2	3.86661459989005	3.96200643454741	4.09366416200493	3.87225496903037	3.99440750800946	4.96893866269147	4.31545689652382	4.71706564544672	4.31786018273816	4.19875578152118	4.26235072987991	4.03004519446675
AFMID	2.92116513511901	2.92116513511901	2.71278319460055	2.30295402866753	2.94915634846485	1.26851705604071	2.1970718423639	1.63777263072262	2.13860365812969	2.93408650389528	1.58928020130354	2.17374472129307
AFTPH	4.64734303110141	4.43381406533268	4.44915450801528	4.26235072987991	3.99440750800946	4.23551981732975	4.46588262494982	3.99440750800946	4.24332295556295	4.82631614864336	5.46121088480589	4.92690439715336
AGA	2.92116513511901	3.96200643454741	3.48759949433808	3.60299213262624	2.78715030080066	3.733475675834	2.1970718423639	1.63777263072262	3.42524560316009	3.07266254103253	3.57396168543846	2.50937811950592
AGAP2	2.17374472129307	1.65831974556078	1.63777263072262	1.77426711732946	1.26851705604071	1.26851705604071	1.30831046809148	1.63777263072262	2.13860365812969	2.87732634409022	2.30295402866753	1.73705713687184
AGAP3	2.17374472129307	1.65831974556078	2.37457388479925	2.92116513511901	1.26851705604071	1.77426711732946	1.30831046809148	1.63777263072262	2.13860365812969	2.13860365812969	2.30295402866753	1.73705713687184
AGBL1	1.65831974556078	1.24603739843614	1.24603739843614	1.24603739843614	1.26851705604071	1.26851705604071	1.30831046809148	1.63777263072262	1.24603739843614	1.30831046809148	2.81270449176716	1.73705713687184
AGBL5	2.17374472129307	1.24603739843614	1.26851705604071	1.54463786572586	1.91201534883867	1.77426711732946	1.30831046809148	1.63777263072262	1.24603739843614	1.91201534883867	2.02594977329521	1.73705713687184
AGFG1	3.66470076631186	3.54293875607366	3.07266254103253	2.71278319460055	2.94915634846485	2.87732634409022	3.569662681857	3.569662681857	2.50937811950592	3.07266254103253	3.42524560316009	4.28157977010661
AGFG2	2.66209841614383	1.65831974556078	2.87732634409022	2.13860365812969	2.30295402866753	2.62563333242514	2.1970718423639	2.92116513511901	1.24603739843614	2.13860365812969	3.18118094493278	2.50937811950592
AGGF1	2.92116513511901	2.92116513511901	3.86661459989005	4.07910366352117	3.99440750800946	4.75522144745961	3.20965001532237	3.99440750800946	4.3991721489758	3.57396168543846	3.18118094493278	3.94907140726129
AGK	3.11152031972586	3.54293875607366	3.07266254103253	3.60299213262624	2.94915634846485	2.87732634409022	3.569662681857	3.569662681857	3.20965001532237	3.20965001532237	2.81270449176716	4.1724618042575
AGL	2.66209841614383	3.65350038922451	2.93408650389528	4.26235072987991	4.85419468680399	4.8848560999254	4.55881705765469	3.99440750800946	4.59320231146583	2.30295402866753	2.30295402866753	3.23066372635374
AGPAT1	3.11152031972586	2.92116513511901	2.71278319460055	2.92116513511901	3.18118094493278	3.48759949433808	2.1970718423639	1.63777263072262	3.00747200955627	4.03004519446675	3.72869711091662	3.23066372635374
AGPAT2	1.2539361300827	1.65831974556078	1.24603739843614	2.92116513511901	1.91201534883867	1.26851705604071	1.30831046809148	1.63777263072262	1.63777263072262	2.13860365812969	2.94915634846485	2.90037817646403
AGPAT3	4.3869467568085	3.65350038922451	4.76307243570507	3.71350172066785	3.569662681857	4.00041077658292	2.87732634409022	3.569662681857	3.569662681857	4.28157977010661	4.12801848819083	4.28157977010661
AGPAT4	1.65831974556078	1.65831974556078	1.63777263072262	2.92116513511901	2.30295402866753	3.59620392835603	1.30831046809148	2.92116513511901	2.50937811950592	2.30295402866753	3.42524560316009	3.59620392835603
AGPAT5	3.36572086025867	2.17374472129307	2.37457388479925	2.92116513511901	2.30295402866753	1.77426711732946	3.20965001532237	2.92116513511901	3.569662681857	1.65831974556078	1.58928020130354	1.73705713687184
AGPAT6	5.2577803050281	5.16185621609184	4.85823059325894	5.77011214249256	5.53837002198953	5.78710862492006	3.99440750800946	4.2953883596332	5.03479942633203	4.91026946892384	3.91204480073569	4.68533133630358
AGPAT9	1.2539361300827	1.24603739843614	1.24603739843614	2.13860365812969	1.26851705604071	1.26851705604071	1.30831046809148	1.63777263072262	1.63777263072262	2.13860365812969	2.02594977329521	1.26851705604071
AGPS	3.66470076631186	3.96200643454741	3.569662681857	3.569662681857	3.86661459989005	3.87225496903037	4.18311603037474	4.52922629613562	4.24332295556295	3.69154798370386	4.26235072987991	3.77478526812145
AGRN	1.2539361300827	1.24603739843614	1.24603739843614	1.77426711732946	1.26851705604071	3.48759949433808	1.30831046809148	1.63777263072262	1.63777263072262	1.30831046809148	3.18118094493278	1.26851705604071
AGTPBP1	4.22342148922026	3.54293875607366	4.2953883596332	2.92116513511901	3.569662681857	3.733475675834	2.87732634409022	3.99440750800946	3.69154798370386	2.71278319460055	3.72869711091662	3.23066372635374
AGTRAP	2.66209841614383	1.24603739843614	2.37457388479925	2.30295402866753	1.26851705604071	2.87732634409022	2.1970718423639	2.92116513511901	2.87732634409022	2.93408650389528	2.81270449176716	2.50937811950592
AGXT2L2	2.66209841614383	2.92116513511901	2.93408650389528	1.24603739843614	2.78715030080066	3.23066372635374	3.77478526812145	2.92116513511901	2.13860365812969	2.93408650389528	3.42524560316009	2.90037817646403
AHCTF1	4.70521225441586	4.67189649942479	4.73543806698731	5.02683039046504	4.24332295556295	4.40956084732059	4.85621264003147	4.71706564544672	4.88967571482122	5.5440259913015	5.5722170078666	6.33981158633619
AHCY	6.51486463823139	6.93840653022056	7.06277203472949	7.92058985103024	7.75671172442716	8.1140052077148	7.3441159366373	7.05852634893236	7.66700485468495	5.70258241447237	5.33342027521816	5.47553446654173
AHCYL1	3.54293875607366	4.18311603037474	3.36572086025867	4.50830761708455	4.31786018273816	3.87225496903037	2.87732634409022	1.63777263072262	4.48306412813638	2.71278319460055	3.72869711091662	2.90037817646403
AHCYL2	1.65831974556078	2.66209841614383	1.63777263072262	3.87225496903037	4.31786018273816	3.59620392835603	4.46588262494982	2.92116513511901	3.569662681857	3.57396168543846	3.57396168543846	3.48759949433808
AHDC1	1.2539361300827	1.24603739843614	1.24603739843614	1.54463786572586	2.30295402866753	1.26851705604071	1.30831046809148	1.63777263072262	2.13860365812969	3.57396168543846	2.94915634846485	3.94907140726129
AHI1	2.17374472129307	2.17374472129307	1.26851705604071	1.77426711732946	2.78715030080066	1.77426711732946	1.30831046809148	1.63777263072262	1.63777263072262	1.91201534883867	3.42524560316009	1.26851705604071
AHNAK	3.11152031972586	3.34927846106101	3.1907847800843	1.24603739843614	2.30295402866753	1.26851705604071	1.30831046809148	2.92116513511901	1.63777263072262	5.36172545382834	4.84302614334397	5.60679745546396
AHR	1.65831974556078	1.24603739843614	1.24603739843614	1.24603739843614	1.26851705604071	1.26851705604071	3.20965001532237	2.92116513511901	3.00747200955627	1.30831046809148	2.02594977329521	1.26851705604071
AHSA1	4.64734303110141	4.43381406533268	4.68533133630358	4.01723976951091	5.19713457959613	4.96893866269147	4.55881705765469	4.52922629613562	5.03479942633203	4.98903809670602	4.90162126108891	4.85823059325894
AICDA	8.05261985628316	8.0096926504366	7.75099320176752	5.2577803050281	5.66463957467871	5.09299132341654	1.30831046809148	3.569662681857	2.50937811950592	1.30831046809148	2.30295402866753	1.73705713687184
AIDA	3.96444687691946	4.74248832833522	3.64000070958517	4.91026946892384	5.41386025907638	5.35796062019085	2.1970718423639	2.92116513511901	3.86661459989005	4.57362479141128	4.12801848819083	4.58481746383144
AIFM1	3.11152031972586	2.66209841614383	3.93025662458545	3.12048798855515	3.18118094493278	2.62563333242514	4.18311603037474	4.71706564544672	3.42524560316009	3.07266254103253	2.30295402866753	3.23066372635374
AIG1	1.2539361300827	2.17374472129307	1.26851705604071	1.54463786572586	1.26851705604071	2.1970718423639	1.30831046809148	3.569662681857	1.63777263072262	1.91201534883867	1.58928020130354	1.73705713687184
AIM1	3.36572086025867	2.17374472129307	3.1907847800843	2.71278319460055	2.78715030080066	2.62563333242514	2.1970718423639	1.63777263072262	1.63777263072262	4.03004519446675	3.18118094493278	4.03004519446675
AIM1L	1.65831974556078	2.66209841614383	1.24603739843614	2.30295402866753	1.26851705604071	1.26851705604071	1.30831046809148	1.63777263072262	1.24603739843614	1.30831046809148	1.24603739843614	1.26851705604071
AIM2	4.06368001260598	3.96200643454741	3.93025662458545	3.12048798855515	4.31786018273816	3.733475675834	1.30831046809148	2.92116513511901	4.1355317093577	4.09366416200493	4.54192215814795	4.28157977010661
AIMP1	5.50528540394256	4.92690439715336	4.76307243570507	6.16821883689766	5.50528540394256	5.74201134229182	5.8253100826075	5.88256906878367	5.6250848248301	4.19875578152118	4.26235072987991	4.3991721489758
AIMP2	5.06937232582024	4.74248832833522	4.98230534998533	5.3115243524286	4.50830761708455	5.14045307911431	6.05766566999006	4.87605947142336	5.64400140439931	4.09366416200493	3.91204480073569	3.48759949433808
AIP	5.87831641241238	4.78916636036092	5.00350640658388	5.83547216706428	5.41386025907638	5.64557489646619	5.21540427516798	5.2577803050281	5.16804744744154	6.23220838826015	6.17225879870601	6.04890708421435
AK2	7.50937448816109	7.07842196861463	7.03765058033443	6.07902885905345	5.45868739131777	5.74201134229182	6.5734791480099	6.49592210970426	6.55355526095886	5.01670912714153	4.98903809670602	5.2235112667351
AK3	4.85178761997027	4.67189649942479	5.2577803050281	3.12048798855515	4.10274259159467	4.40956084732059	3.99440750800946	4.87605947142336	3.86661459989005	3.48759949433808	4.90162126108891	4.68533133630358
AKAP1	1.2539361300827	2.17374472129307	2.13860365812969	1.54463786572586	1.26851705604071	1.26851705604071	2.1970718423639	1.63777263072262	1.24603739843614	1.24603739843614	1.24603739843614	1.26851705604071
AKAP10	2.17374472129307	3.65350038922451	2.37457388479925	3.12048798855515	1.91201534883867	2.62563333242514	2.87732634409022	1.63777263072262	1.63777263072262	3.20965001532237	3.42524560316009	3.94907140726129
AKAP11	3.11152031972586	3.96200643454741	3.1907847800843	3.43277424255358	2.30295402866753	3.23066372635374	3.99440750800946	3.99440750800946	2.50937811950592	3.96444687691946	4.74748559306413	4.28157977010661
AKAP12	2.92116513511901	1.24603739843614	2.93408650389528	2.13860365812969	3.18118094493278	3.02431903998484	1.30831046809148	1.63777263072262	1.24603739843614	2.30295402866753	2.02594977329521	2.90037817646403
AKAP13	6.46836554813625	6.16178054960814	6.44504730228725	7.4224048609503	7.62493943421051	7.35687124535072	4.85621264003147	4.52922629613562	5.16804744744154	8.29983201415025	8.26458677282522	8.1662955929899
AKAP2	4.96373379752286	4.67189649942479	4.68533133630358	2.92116513511901	3.18118094493278	2.62563333242514	1.30831046809148	1.63777263072262	3.00747200955627	3.7626281872205	2.81270449176716	3.23066372635374
